15006,Bairdford,Pennsylvania ,ALLEGHENY,42,003,PA 
16647,Hesston,Pennsylvania ,HUNTINGDON,42,061,PA 
16646,Hastings,Pennsylvania ,CAMBRIA,42,021,PA 
16644,Glasgow,Pennsylvania ,CAMBRIA,42,021,PA 
16648,Hollidaysburg,Pennsylvania ,BLAIR,42,013,PA 
16650,Hopewell,Pennsylvania ,BEDFORD,42,009,PA 
16655,Imler,Pennsylvania ,BEDFORD,42,009,PA 
16654,Huntingdon,Pennsylvania ,HUNTINGDON,42,061,PA 
16652,Huntingdon,Pennsylvania ,HUNTINGDON,42,061,PA 
16656,Irvona,Pennsylvania ,CLEARFIELD,42,033,PA 
16651,Houtzdale,Pennsylvania ,CLEARFIELD,42,033,PA 
16657,James Creek,Pennsylvania ,HUNTINGDON,42,061,PA 
16659,Loysburg,Pennsylvania ,BEDFORD,42,009,PA 
16660,Mc Connellstown,Pennsylvania ,HUNTINGDON,42,061,PA 
16663,Morann,Pennsylvania ,CLEARFIELD,42,033,PA 
16662,Martinsburg,Pennsylvania ,BLAIR,42,013,PA 
16666,Osceola Mills,Pennsylvania ,CLEARFIELD,42,033,PA 
16664,New Enterprise,Pennsylvania ,BEDFORD,42,009,PA 
16661,Madera,Pennsylvania ,CLEARFIELD,42,033,PA 
16665,Newry,Pennsylvania ,BLAIR,42,013,PA 
16667,Osterburg,Pennsylvania ,BEDFORD,42,009,PA 
16668,Patton,Pennsylvania ,CAMBRIA,42,021,PA 
16672,Riddlesburg,Pennsylvania ,BEDFORD,42,009,PA 
16670,Queen,Pennsylvania ,BEDFORD,42,009,PA 
16674,Robertsdale,Pennsylvania ,HUNTINGDON,42,061,PA 
16669,Petersburg,Pennsylvania ,HUNTINGDON,42,061,PA 
16673,Roaring Spring,Pennsylvania ,BLAIR,42,013,PA 
16671,Ramey,Pennsylvania ,CLEARFIELD,42,033,PA 
16675,Saint Boniface,Pennsylvania ,CAMBRIA,42,021,PA 
16677,Sandy Ridge,Pennsylvania ,CENTRE,42,027,PA 
16682,Sproul,Pennsylvania ,BLAIR,42,013,PA 
16680,Smithmill,Pennsylvania ,CLEARFIELD,42,033,PA 
16681,Smokerun,Pennsylvania ,CLEARFIELD,42,033,PA 
16678,Saxton,Pennsylvania ,BEDFORD,42,009,PA 
16683,Spruce Creek,Pennsylvania ,HUNTINGDON,42,061,PA 
16679,Six Mile Run,Pennsylvania ,BEDFORD,42,009,PA 
16684,Tipton,Pennsylvania ,BLAIR,42,013,PA 
16685,Todd,Pennsylvania ,HUNTINGDON,42,061,PA 
16686,Tyrone,Pennsylvania ,BLAIR,42,013,PA 
16689,Waterfall,Pennsylvania ,FULTON,42,057,PA 
16693,Williamsburg,Pennsylvania ,BLAIR,42,013,PA 
16692,Westover,Pennsylvania ,CLEARFIELD,42,033,PA 
16695,Woodbury,Pennsylvania ,BEDFORD,42,009,PA 
16694,Wood,Pennsylvania ,BEDFORD,42,009,PA 
16691,Wells Tannery,Pennsylvania ,FULTON,42,057,PA 
16698,Houtzdale,Pennsylvania ,CLEARFIELD,42,033,PA 
16699,Cresson,Pennsylvania ,CAMBRIA,42,021,PA 
16720,Austin,Pennsylvania ,POTTER,42,105,PA 
16725,Custer City,Pennsylvania ,MCKEAN,42,083,PA 
16701,Bradford,Pennsylvania ,MCKEAN,42,083,PA 
16726,Cyclone,Pennsylvania ,MCKEAN,42,083,PA 
16724,Crosby,Pennsylvania ,MCKEAN,42,083,PA 
16728,De Young,Pennsylvania ,ELK,42,047,PA 
16729,Duke Center,Pennsylvania ,MCKEAN,42,083,PA 
16727,Derrick City,Pennsylvania ,MCKEAN,42,083,PA 
16730,East Smethport,Pennsylvania ,MCKEAN,42,083,PA 
16731,Eldred,Pennsylvania ,MCKEAN,42,083,PA 
16733,Hazel Hurst,Pennsylvania ,MCKEAN,42,083,PA 
16732,Gifford,Pennsylvania ,MCKEAN,42,083,PA 
16735,Kane,Pennsylvania ,MCKEAN,42,083,PA 
16734,James City,Pennsylvania ,ELK,42,047,PA 
16740,Mount Jewett,Pennsylvania ,MCKEAN,42,083,PA 
16738,Lewis Run,Pennsylvania ,MCKEAN,42,083,PA 
16743,Port Allegany,Pennsylvania ,MCKEAN,42,083,PA 
16744,Rew,Pennsylvania ,MCKEAN,42,083,PA 
16745,Rixford,Pennsylvania ,MCKEAN,42,083,PA 
16746,Roulette,Pennsylvania ,POTTER,42,105,PA 
16749,Smethport,Pennsylvania ,MCKEAN,42,083,PA 
16748,Shinglehouse,Pennsylvania ,POTTER,42,105,PA 
16801,State College,Pennsylvania ,CENTRE,42,027,PA 
16750,Turtlepoint,Pennsylvania ,MCKEAN,42,083,PA 
16802,University Park,Pennsylvania ,CENTRE,42,027,PA 
16803,State College,Pennsylvania ,CENTRE,42,027,PA 
16804,State College,Pennsylvania ,CENTRE,42,027,PA 
16805,State College,Pennsylvania ,CENTRE,42,027,PA 
16820,Aaronsburg,Pennsylvania ,CENTRE,42,027,PA 
16822,Beech Creek,Pennsylvania ,CLINTON,42,035,PA 
16823,Bellefonte,Pennsylvania ,CENTRE,42,027,PA 
16821,Allport,Pennsylvania ,CLEARFIELD,42,033,PA 
16826,Blanchard,Pennsylvania ,CENTRE,42,027,PA 
16825,Bigler,Pennsylvania ,CLEARFIELD,42,033,PA 
16827,Boalsburg,Pennsylvania ,CENTRE,42,027,PA 
16828,Centre Hall,Pennsylvania ,CENTRE,42,027,PA 
16829,Clarence,Pennsylvania ,CENTRE,42,027,PA 
16832,Coburn,Pennsylvania ,CENTRE,42,027,PA 
16830,Clearfield,Pennsylvania ,CLEARFIELD,42,033,PA 
16833,Curwensville,Pennsylvania ,CLEARFIELD,42,033,PA 
16835,Fleming,Pennsylvania ,CENTRE,42,027,PA 
16834,Drifting,Pennsylvania ,CLEARFIELD,42,033,PA 
16836,Frenchville,Pennsylvania ,CLEARFIELD,42,033,PA 
16837,Glen Richey,Pennsylvania ,CLEARFIELD,42,033,PA 
16838,Grampian,Pennsylvania ,CLEARFIELD,42,033,PA 
16840,Hawk Run,Pennsylvania ,CLEARFIELD,42,033,PA 
16839,Grassflat,Pennsylvania ,CLEARFIELD,42,033,PA 
16841,Howard,Pennsylvania ,CENTRE,42,027,PA 
16843,Hyde,Pennsylvania ,CLEARFIELD,42,033,PA 
16844,Julian,Pennsylvania ,CENTRE,42,027,PA 
16845,Karthaus,Pennsylvania ,CLEARFIELD,42,033,PA 
16849,Lanse,Pennsylvania ,CLEARFIELD,42,033,PA 
16850,Lecontes Mills,Pennsylvania ,CLEARFIELD,42,033,PA 
16851,Lemont,Pennsylvania ,CENTRE,42,027,PA 
16848,Lamar,Pennsylvania ,CLINTON,42,035,PA 
16847,Kylertown,Pennsylvania ,CLEARFIELD,42,033,PA 
16852,Madisonburg,Pennsylvania ,CENTRE,42,027,PA 
16853,Milesburg,Pennsylvania ,CENTRE,42,027,PA 
16854,Millheim,Pennsylvania ,CENTRE,42,027,PA 
16855,Mineral Springs,Pennsylvania ,CLEARFIELD,42,033,PA 
16856,Mingoville,Pennsylvania ,CENTRE,42,027,PA 
16859,Moshannon,Pennsylvania ,CENTRE,42,027,PA 
16861,New Millport,Pennsylvania ,CLEARFIELD,42,033,PA 
16858,Morrisdale,Pennsylvania ,CLEARFIELD,42,033,PA 
16860,Munson,Pennsylvania ,CLEARFIELD,42,033,PA 
16863,Olanta,Pennsylvania ,CLEARFIELD,42,033,PA 
16864,Orviston,Pennsylvania ,CENTRE,42,027,PA 
16865,Pennsylvania Furnace,Pennsylvania ,CENTRE,42,027,PA 
16866,Philipsburg,Pennsylvania ,CENTRE,42,027,PA 
16868,Pine Grove Mills,Pennsylvania ,CENTRE,42,027,PA 
16870,Port Matilda,Pennsylvania ,CENTRE,42,027,PA 
16872,Rebersburg,Pennsylvania ,CENTRE,42,027,PA 
16871,Pottersdale,Pennsylvania ,CLEARFIELD,42,033,PA 
16873,Shawville,Pennsylvania ,CLEARFIELD,42,033,PA 
16874,Snow Shoe,Pennsylvania ,CENTRE,42,027,PA 
16875,Spring Mills,Pennsylvania ,CENTRE,42,027,PA 
16876,Wallaceton,Pennsylvania ,CLEARFIELD,42,033,PA 
16877,Warriors Mark,Pennsylvania ,HUNTINGDON,42,061,PA 
16882,Woodward,Pennsylvania ,CENTRE,42,027,PA 
16881,Woodland,Pennsylvania ,CLEARFIELD,42,033,PA 
16878,West Decatur,Pennsylvania ,CLEARFIELD,42,033,PA 
16879,Winburne,Pennsylvania ,CLEARFIELD,42,033,PA 
16901,Wellsboro,Pennsylvania ,TIOGA,42,117,PA 
16910,Alba,Pennsylvania ,BRADFORD,42,015,PA 
16911,Arnot,Pennsylvania ,TIOGA,42,117,PA 
16912,Blossburg,Pennsylvania ,TIOGA,42,117,PA 
16914,Columbia Cross Roads,Pennsylvania ,BRADFORD,42,015,PA 
16917,Covington,Pennsylvania ,TIOGA,42,117,PA 
16915,Coudersport,Pennsylvania ,POTTER,42,105,PA 
16921,Gaines,Pennsylvania ,TIOGA,42,117,PA 
16920,Elkland,Pennsylvania ,TIOGA,42,117,PA 
16922,Galeton,Pennsylvania ,POTTER,42,105,PA 
16923,Genesee,Pennsylvania ,POTTER,42,105,PA 
16925,Gillett,Pennsylvania ,BRADFORD,42,015,PA 
16927,Harrison Valley,Pennsylvania ,POTTER,42,105,PA 
16926,Granville Summit,Pennsylvania ,BRADFORD,42,015,PA 
16930,Liberty,Pennsylvania ,TIOGA,42,117,PA 
16933,Mansfield,Pennsylvania ,TIOGA,42,117,PA 
16928,Knoxville,Pennsylvania ,TIOGA,42,117,PA 
16929,Lawrenceville,Pennsylvania ,TIOGA,42,117,PA 
16932,Mainesburg,Pennsylvania ,TIOGA,42,117,PA 
16936,Millerton,Pennsylvania ,TIOGA,42,117,PA 
16935,Middlebury Center,Pennsylvania ,TIOGA,42,117,PA 
16938,Morris,Pennsylvania ,TIOGA,42,117,PA 
16937,Mills,Pennsylvania ,POTTER,42,105,PA 
16941,Genesee,Pennsylvania ,POTTER,42,105,PA 
16939,Morris Run,Pennsylvania ,TIOGA,42,117,PA 
16942,Osceola,Pennsylvania ,TIOGA,42,117,PA 
16940,Nelson,Pennsylvania ,TIOGA,42,117,PA 
16943,Sabinsville,Pennsylvania ,TIOGA,42,117,PA 
16945,Sylvania,Pennsylvania ,BRADFORD,42,015,PA 
16947,Troy,Pennsylvania ,BRADFORD,42,015,PA 
16948,Ulysses,Pennsylvania ,POTTER,42,105,PA 
17001,Camp Hill,Pennsylvania ,CUMBERLAND,42,041,PA 
17002,Allensville,Pennsylvania ,MIFFLIN,42,087,PA 
16950,Westfield,Pennsylvania ,TIOGA,42,117,PA 
16946,Tioga,Pennsylvania ,TIOGA,42,117,PA 
17003,Annville,Pennsylvania ,LEBANON,42,075,PA 
17004,Belleville,Pennsylvania ,MIFFLIN,42,087,PA 
17006,Blain,Pennsylvania ,PERRY,42,099,PA 
17010,Campbelltown,Pennsylvania ,LEBANON,42,075,PA 
17005,Berrysburg,Pennsylvania ,DAUPHIN,42,043,PA 
17011,Camp Hill,Pennsylvania ,CUMBERLAND,42,041,PA 
17007,Boiling Springs,Pennsylvania ,CUMBERLAND,42,041,PA 
17009,Burnham,Pennsylvania ,MIFFLIN,42,087,PA 
17015,Carlisle,Pennsylvania ,CUMBERLAND,42,041,PA 
17014,Cocolamus,Pennsylvania ,JUNIATA,42,067,PA 
17020,Duncannon,Pennsylvania ,PERRY,42,099,PA 
17016,Cornwall,Pennsylvania ,LEBANON,42,075,PA 
17017,Dalmatia,Pennsylvania ,NORTHUMBERLAND,42,097,PA 
17019,Dillsburg,Pennsylvania ,YORK,42,133,PA 
17013,Carlisle,Pennsylvania ,CUMBERLAND,42,041,PA 
17018,Dauphin,Pennsylvania ,DAUPHIN,42,043,PA 
17022,Elizabethtown,Pennsylvania ,LANCASTER,42,071,PA 
17021,East Waterford,Pennsylvania ,JUNIATA,42,067,PA 
17027,Grantham,Pennsylvania ,CUMBERLAND,42,041,PA 
17028,Grantville,Pennsylvania ,DAUPHIN,42,043,PA 
17025,Enola,Pennsylvania ,CUMBERLAND,42,041,PA 
17024,Elliottsburg,Pennsylvania ,PERRY,42,099,PA 
17026,Fredericksburg,Pennsylvania ,LEBANON,42,075,PA 
17023,Elizabethville,Pennsylvania ,DAUPHIN,42,043,PA 
17029,Granville,Pennsylvania ,MIFFLIN,42,087,PA 
17030,Gratz,Pennsylvania ,DAUPHIN,42,043,PA 
17032,Halifax,Pennsylvania ,DAUPHIN,42,043,PA 
17035,Honey Grove,Pennsylvania ,JUNIATA,42,067,PA 
17033,Hershey,Pennsylvania ,DAUPHIN,42,043,PA 
17034,Highspire,Pennsylvania ,DAUPHIN,42,043,PA 
17036,Hummelstown,Pennsylvania ,DAUPHIN,42,043,PA 
17037,Ickesburg,Pennsylvania ,PERRY,42,099,PA 
17038,Jonestown,Pennsylvania ,LEBANON,42,075,PA 
17039,Kleinfeltersville,Pennsylvania ,LEBANON,42,075,PA 
17040,Landisburg,Pennsylvania ,PERRY,42,099,PA 
17043,Lemoyne,Pennsylvania ,CUMBERLAND,42,041,PA 
17041,Lawn,Pennsylvania ,LEBANON,42,075,PA 
17042,Lebanon,Pennsylvania ,LEBANON,42,075,PA 
17045,Liverpool,Pennsylvania ,PERRY,42,099,PA 
17044,Lewistown,Pennsylvania ,MIFFLIN,42,087,PA 
17046,Lebanon,Pennsylvania ,LEBANON,42,075,PA 
17047,Loysville,Pennsylvania ,PERRY,42,099,PA 
17048,Lykens,Pennsylvania ,DAUPHIN,42,043,PA 
17050,Mechanicsburg,Pennsylvania ,CUMBERLAND,42,041,PA 
17049,Mc Alisterville,Pennsylvania ,JUNIATA,42,067,PA 
17051,Mc Veytown,Pennsylvania ,MIFFLIN,42,087,PA 
17053,Marysville,Pennsylvania ,PERRY,42,099,PA 
17055,Mechanicsburg,Pennsylvania ,CUMBERLAND,42,041,PA 
17052,Mapleton Depot,Pennsylvania ,HUNTINGDON,42,061,PA 
17054,Mattawana,Pennsylvania ,MIFFLIN,42,087,PA 
17056,Mexico,Pennsylvania ,JUNIATA,42,067,PA 
17059,Mifflintown,Pennsylvania ,JUNIATA,42,067,PA 
17057,Middletown,Pennsylvania ,DAUPHIN,42,043,PA 
17061,Millersburg,Pennsylvania ,DAUPHIN,42,043,PA 
17058,Mifflin,Pennsylvania ,JUNIATA,42,067,PA 
17063,Milroy,Pennsylvania ,MIFFLIN,42,087,PA 
17062,Millerstown,Pennsylvania ,PERRY,42,099,PA 
17060,Mill Creek,Pennsylvania ,HUNTINGDON,42,061,PA 
17064,Mount Gretna,Pennsylvania ,LEBANON,42,075,PA 
17067,Myerstown,Pennsylvania ,LEBANON,42,075,PA 
17065,Mount Holly Springs,Pennsylvania ,CUMBERLAND,42,041,PA 
17069,New Buffalo,Pennsylvania ,PERRY,42,099,PA 
17068,New Bloomfield,Pennsylvania ,PERRY,42,099,PA 
17066,Mount Union,Pennsylvania ,HUNTINGDON,42,061,PA 
17070,New Cumberland,Pennsylvania ,YORK,42,133,PA 
17071,New Germantown,Pennsylvania ,PERRY,42,099,PA 
17072,New Kingstown,Pennsylvania ,CUMBERLAND,42,041,PA 
17073,Newmanstown,Pennsylvania ,LEBANON,42,075,PA 
17080,Pillow,Pennsylvania ,DAUPHIN,42,043,PA 
17076,Oakland Mills,Pennsylvania ,JUNIATA,42,067,PA 
17075,Newton Hamilton,Pennsylvania ,MIFFLIN,42,087,PA 
17078,Palmyra,Pennsylvania ,LEBANON,42,075,PA 
17077,Ono,Pennsylvania ,LEBANON,42,075,PA 
17074,Newport,Pennsylvania ,PERRY,42,099,PA 
17081,Plainfield,Pennsylvania ,CUMBERLAND,42,041,PA 
17082,Port Royal,Pennsylvania ,JUNIATA,42,067,PA 
17083,Quentin,Pennsylvania ,LEBANON,42,075,PA 
17085,Rexmont,Pennsylvania ,LEBANON,42,075,PA 
17086,Richfield,Pennsylvania ,JUNIATA,42,067,PA 
17089,Camp Hill,Pennsylvania ,CUMBERLAND,42,041,PA 
17084,Reedsville,Pennsylvania ,MIFFLIN,42,087,PA 
17087,Richland,Pennsylvania ,LEBANON,42,075,PA 
17088,Schaefferstown,Pennsylvania ,LEBANON,42,075,PA 
17090,Shermans Dale,Pennsylvania ,PERRY,42,099,PA 
17093,Summerdale,Pennsylvania ,CUMBERLAND,42,041,PA 
17094,Thompsontown,Pennsylvania ,JUNIATA,42,067,PA 
17102,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17098,Williamstown,Pennsylvania ,DAUPHIN,42,043,PA 
17097,Wiconisco,Pennsylvania ,DAUPHIN,42,043,PA 
17101,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17099,Yeagertown,Pennsylvania ,MIFFLIN,42,087,PA 
17103,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17105,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17104,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17106,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17107,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17108,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17109,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17110,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17111,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17112,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17120,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17113,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17121,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17124,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17122,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17123,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17125,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17127,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17128,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17129,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17126,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17130,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17140,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17201,Chambersburg,Pennsylvania ,FRANKLIN,42,055,PA 
17177,Harrisburg,Pennsylvania ,DAUPHIN,42,043,PA 
17202,Chambersburg,Pennsylvania ,FRANKLIN,42,055,PA 
17215,Burnt Cabins,Pennsylvania ,FULTON,42,057,PA 
17211,Artemas,Pennsylvania ,BEDFORD,42,009,PA 
17217,Concord,Pennsylvania ,FRANKLIN,42,055,PA 
17210,Amberson,Pennsylvania ,FRANKLIN,42,055,PA 
17214,Blue Ridge Summit,Pennsylvania ,FRANKLIN,42,055,PA 
17213,Blairs Mills,Pennsylvania ,HUNTINGDON,42,061,PA 
17212,Big Cove Tannery,Pennsylvania ,FULTON,42,057,PA 
17219,Doylesburg,Pennsylvania ,FRANKLIN,42,055,PA 
17220,Dry Run,Pennsylvania ,FRANKLIN,42,055,PA 
17221,Fannettsburg,Pennsylvania ,FRANKLIN,42,055,PA 
17225,Greencastle,Pennsylvania ,FRANKLIN,42,055,PA 
17222,Fayetteville,Pennsylvania ,FRANKLIN,42,055,PA 
17224,Fort Loudon,Pennsylvania ,FRANKLIN,42,055,PA 
17228,Harrisonville,Pennsylvania ,FULTON,42,057,PA 
17223,Fort Littleton,Pennsylvania ,FULTON,42,057,PA 
17229,Hustontown,Pennsylvania ,FULTON,42,057,PA 
17231,Lemasters,Pennsylvania ,FRANKLIN,42,055,PA 
17232,Lurgan,Pennsylvania ,FRANKLIN,42,055,PA 
17236,Mercersburg,Pennsylvania ,FRANKLIN,42,055,PA 
17235,Marion,Pennsylvania ,FRANKLIN,42,055,PA 
17238,Needmore,Pennsylvania ,FULTON,42,057,PA 
17237,Mont Alto,Pennsylvania ,FRANKLIN,42,055,PA 
17233,Mc Connellsburg,Pennsylvania ,FULTON,42,057,PA 
17239,Neelyton,Pennsylvania ,HUNTINGDON,42,061,PA 
17240,Newburg,Pennsylvania ,CUMBERLAND,42,041,PA 
17241,Newville,Pennsylvania ,CUMBERLAND,42,041,PA 
17249,Rockhill Furnace,Pennsylvania ,HUNTINGDON,42,061,PA 
17246,Pleasant Hall,Pennsylvania ,FRANKLIN,42,055,PA 
17244,Orrstown,Pennsylvania ,FRANKLIN,42,055,PA 
17243,Orbisonia,Pennsylvania ,HUNTINGDON,42,061,PA 
17250,Rouzerville,Pennsylvania ,FRANKLIN,42,055,PA 
17247,Quincy,Pennsylvania ,FRANKLIN,42,055,PA 
17251,Roxbury,Pennsylvania ,FRANKLIN,42,055,PA 
17252,Saint Thomas,Pennsylvania ,FRANKLIN,42,055,PA 
17254,Scotland,Pennsylvania ,FRANKLIN,42,055,PA 
17253,Saltillo,Pennsylvania ,HUNTINGDON,42,061,PA 
17257,Shippensburg,Pennsylvania ,CUMBERLAND,42,041,PA 
17256,Shady Grove,Pennsylvania ,FRANKLIN,42,055,PA 
17255,Shade Gap,Pennsylvania ,HUNTINGDON,42,061,PA 
17260,Shirleysburg,Pennsylvania ,HUNTINGDON,42,061,PA 
17261,South Mountain,Pennsylvania ,FRANKLIN,42,055,PA 
17262,Spring Run,Pennsylvania ,FRANKLIN,42,055,PA 
17264,Three Springs,Pennsylvania ,HUNTINGDON,42,061,PA 
17263,State Line,Pennsylvania ,FRANKLIN,42,055,PA 
17265,Upperstrasburg,Pennsylvania ,FRANKLIN,42,055,PA 
17266,Walnut Bottom,Pennsylvania ,CUMBERLAND,42,041,PA 
17267,Warfordsburg,Pennsylvania ,FULTON,42,057,PA 
17268,Waynesboro,Pennsylvania ,FRANKLIN,42,055,PA 
17271,Willow Hill,Pennsylvania ,FRANKLIN,42,055,PA 
17272,Zullinger,Pennsylvania ,FRANKLIN,42,055,PA 
17302,Airville,Pennsylvania ,YORK,42,133,PA 
17301,Abbottstown,Pennsylvania ,ADAMS,42,001,PA 
17304,Aspers,Pennsylvania ,ADAMS,42,001,PA 
17307,Biglerville,Pennsylvania ,ADAMS,42,001,PA 
17303,Arendtsville,Pennsylvania ,ADAMS,42,001,PA 
17309,Brogue,Pennsylvania ,YORK,42,133,PA 
17310,Cashtown,Pennsylvania ,ADAMS,42,001,PA 
17306,Bendersville,Pennsylvania ,ADAMS,42,001,PA 
17312,Craley,Pennsylvania ,YORK,42,133,PA 
17311,Codorus,Pennsylvania ,YORK,42,133,PA 
17314,Delta,Pennsylvania ,YORK,42,133,PA 
17315,Dover,Pennsylvania ,YORK,42,133,PA 
17318,Emigsville,Pennsylvania ,YORK,42,133,PA 
17313,Dallastown,Pennsylvania ,YORK,42,133,PA 
17317,East Prospect,Pennsylvania ,YORK,42,133,PA 
17316,East Berlin,Pennsylvania ,ADAMS,42,001,PA 
17320,Fairfield,Pennsylvania ,ADAMS,42,001,PA 
17319,Etters,Pennsylvania ,YORK,42,133,PA 
17321,Fawn Grove,Pennsylvania ,YORK,42,133,PA 
17324,Gardners,Pennsylvania ,ADAMS,42,001,PA 
17322,Felton,Pennsylvania ,YORK,42,133,PA 
17327,Glen Rock,Pennsylvania ,YORK,42,133,PA 
17325,Gettysburg,Pennsylvania ,ADAMS,42,001,PA 
17323,Franklintown,Pennsylvania ,YORK,42,133,PA 
17329,Glenville,Pennsylvania ,YORK,42,133,PA 
17331,Hanover,Pennsylvania ,YORK,42,133,PA 
17332,Hanover,Pennsylvania ,YORK,42,133,PA 
17333,Hanover,Pennsylvania ,YORK,42,133,PA 
17335,Hanover,Pennsylvania ,YORK,42,133,PA 
17334,Hanover,Pennsylvania ,YORK,42,133,PA 
17337,Idaville,Pennsylvania ,ADAMS,42,001,PA 
17342,Loganville,Pennsylvania ,YORK,42,133,PA 
17340,Littlestown,Pennsylvania ,ADAMS,42,001,PA 
17339,Lewisberry,Pennsylvania ,YORK,42,133,PA 
17343,Mc Knightstown,Pennsylvania ,ADAMS,42,001,PA 
17344,Mc Sherrystown,Pennsylvania ,ADAMS,42,001,PA 
17349,New Freedom,Pennsylvania ,YORK,42,133,PA 
17347,Mount Wolf,Pennsylvania ,YORK,42,133,PA 
17345,Manchester,Pennsylvania ,YORK,42,133,PA 
17350,New Oxford,Pennsylvania ,ADAMS,42,001,PA 
17352,New Park,Pennsylvania ,YORK,42,133,PA 
17353,Orrtanna,Pennsylvania ,ADAMS,42,001,PA 
17355,Railroad,Pennsylvania ,YORK,42,133,PA 
17356,Red Lion,Pennsylvania ,YORK,42,133,PA 
17358,Rossville,Pennsylvania ,YORK,42,133,PA 
17362,Spring Grove,Pennsylvania ,YORK,42,133,PA 
17363,Stewartstown,Pennsylvania ,YORK,42,133,PA 
17360,Seven Valleys,Pennsylvania ,YORK,42,133,PA 
17361,Shrewsbury,Pennsylvania ,YORK,42,133,PA 
17364,Thomasville,Pennsylvania ,YORK,42,133,PA 
17365,Wellsville,Pennsylvania ,YORK,42,133,PA 
17366,Windsor,Pennsylvania ,YORK,42,133,PA 
17368,Wrightsville,Pennsylvania ,YORK,42,133,PA 
17371,York New Salem,Pennsylvania ,YORK,42,133,PA 
17370,York Haven,Pennsylvania ,YORK,42,133,PA 
17372,York Springs,Pennsylvania ,ADAMS,42,001,PA 
17401,York,Pennsylvania ,YORK,42,133,PA 
17375,Peach Glen,Pennsylvania ,ADAMS,42,001,PA 
17402,York,Pennsylvania ,YORK,42,133,PA 
17403,York,Pennsylvania ,YORK,42,133,PA 
17404,York,Pennsylvania ,YORK,42,133,PA 
17405,York,Pennsylvania ,YORK,42,133,PA 
17406,York,Pennsylvania ,YORK,42,133,PA 
17407,York,Pennsylvania ,YORK,42,133,PA 
17408,York,Pennsylvania ,YORK,42,133,PA 
17501,Akron,Pennsylvania ,LANCASTER,42,071,PA 
17504,Bausman,Pennsylvania ,LANCASTER,42,071,PA 
17503,Bart,Pennsylvania ,LANCASTER,42,071,PA 
17502,Bainbridge,Pennsylvania ,LANCASTER,42,071,PA 
17505,Bird In Hand,Pennsylvania ,LANCASTER,42,071,PA 
17507,Bowmansville,Pennsylvania ,LANCASTER,42,071,PA 
17508,Brownstown,Pennsylvania ,LANCASTER,42,071,PA 
17506,Blue Ball,Pennsylvania ,LANCASTER,42,071,PA 
17509,Christiana,Pennsylvania ,LANCASTER,42,071,PA 
17512,Columbia,Pennsylvania ,LANCASTER,42,071,PA 
17516,Conestoga,Pennsylvania ,LANCASTER,42,071,PA 
17517,Denver,Pennsylvania ,LANCASTER,42,071,PA 
17518,Drumore,Pennsylvania ,LANCASTER,42,071,PA 
17521,Elm,Pennsylvania ,LANCASTER,42,071,PA 
17520,East Petersburg,Pennsylvania ,LANCASTER,42,071,PA 
17519,East Earl,Pennsylvania ,LANCASTER,42,071,PA 
17522,Ephrata,Pennsylvania ,LANCASTER,42,071,PA 
17527,Gap,Pennsylvania ,LANCASTER,42,071,PA 
17529,Gordonville,Pennsylvania ,LANCASTER,42,071,PA 
17528,Goodville,Pennsylvania ,LANCASTER,42,071,PA 
17532,Holtwood,Pennsylvania ,LANCASTER,42,071,PA 
17533,Hopeland,Pennsylvania ,LANCASTER,42,071,PA 
17534,Intercourse,Pennsylvania ,LANCASTER,42,071,PA 
17535,Kinzers,Pennsylvania ,LANCASTER,42,071,PA 
17536,Kirkwood,Pennsylvania ,LANCASTER,42,071,PA 
17537,Lampeter,Pennsylvania ,LANCASTER,42,071,PA 
17540,Leola,Pennsylvania ,LANCASTER,42,071,PA 
17538,Landisville,Pennsylvania ,LANCASTER,42,071,PA 
17543,Lititz,Pennsylvania ,LANCASTER,42,071,PA 
