32009,Bryceville,Florida ,NASSAU,12,089,FL 
33587,Sydney,Florida ,HILLSBOROUGH,12,057,FL 
33592,Thonotosassa,Florida ,HILLSBOROUGH,12,057,FL 
33585,Sumterville,Florida ,SUMTER,12,119,FL 
33593,Trilby,Florida ,PASCO,12,101,FL 
33594,Valrico,Florida ,HILLSBOROUGH,12,057,FL 
33597,Webster,Florida ,SUMTER,12,119,FL 
33596,Valrico,Florida ,HILLSBOROUGH,12,057,FL 
33595,Valrico,Florida ,HILLSBOROUGH,12,057,FL 
33603,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33598,Wimauma,Florida ,HILLSBOROUGH,12,057,FL 
33601,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33602,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33604,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33605,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33606,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33608,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33609,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33612,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33607,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33610,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33611,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33613,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33614,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33616,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33619,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33618,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33615,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33617,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33620,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33621,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33622,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33623,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33625,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33624,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33630,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33626,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33631,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33629,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33633,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33634,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33646,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33635,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33650,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33660,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33637,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33647,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33655,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33664,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33672,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33677,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33680,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33673,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33675,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33674,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33679,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33681,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33682,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33689,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33684,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33686,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33685,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33687,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33688,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33694,Tampa,Florida ,HILLSBOROUGH,12,057,FL 
33701,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33708,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33706,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33702,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33703,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33705,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33704,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33707,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33709,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33710,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33713,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33711,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33712,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33715,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33714,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33729,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33716,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33730,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33733,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33736,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33732,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33740,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33738,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33734,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33741,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33731,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33747,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33742,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33743,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33755,Clearwater,Florida ,PINELLAS,12,103,FL 
33757,Clearwater,Florida ,PINELLAS,12,103,FL 
33744,Bay Pines,Florida ,PINELLAS,12,103,FL 
33756,Clearwater,Florida ,PINELLAS,12,103,FL 
33758,Clearwater,Florida ,PINELLAS,12,103,FL 
33760,Clearwater,Florida ,PINELLAS,12,103,FL 
33759,Clearwater,Florida ,PINELLAS,12,103,FL 
33762,Clearwater,Florida ,PINELLAS,12,103,FL 
33765,Clearwater,Florida ,PINELLAS,12,103,FL 
33761,Clearwater,Florida ,PINELLAS,12,103,FL 
33763,Clearwater,Florida ,PINELLAS,12,103,FL 
33764,Clearwater,Florida ,PINELLAS,12,103,FL 
33766,Clearwater,Florida ,PINELLAS,12,103,FL 
33767,Clearwater Beach,Florida ,PINELLAS,12,103,FL 
33770,Largo,Florida ,PINELLAS,12,103,FL 
33774,Largo,Florida ,PINELLAS,12,103,FL 
33771,Largo,Florida ,PINELLAS,12,103,FL 
33773,Largo,Florida ,PINELLAS,12,103,FL 
33775,Seminole,Florida ,PINELLAS,12,103,FL 
33769,Clearwater,Florida ,PINELLAS,12,103,FL 
33772,Seminole,Florida ,PINELLAS,12,103,FL 
33776,Seminole,Florida ,PINELLAS,12,103,FL 
33777,Seminole,Florida ,PINELLAS,12,103,FL 
33778,Largo,Florida ,PINELLAS,12,103,FL 
33779,Largo,Florida ,PINELLAS,12,103,FL 
33782,Pinellas Park,Florida ,PINELLAS,12,103,FL 
33781,Pinellas Park,Florida ,PINELLAS,12,103,FL 
33784,Saint Petersburg,Florida ,PINELLAS,12,103,FL 
33780,Pinellas Park,Florida ,PINELLAS,12,103,FL 
33785,Indian Rocks Beach,Florida ,PINELLAS,12,103,FL 
33786,Belleair Beach,Florida ,PINELLAS,12,103,FL 
33802,Lakeland,Florida ,POLK,12,105,FL 
33801,Lakeland,Florida ,POLK,12,105,FL 
33803,Lakeland,Florida ,POLK,12,105,FL 
33806,Lakeland,Florida ,POLK,12,105,FL 
33804,Lakeland,Florida ,POLK,12,105,FL 
33805,Lakeland,Florida ,POLK,12,105,FL 
33807,Lakeland,Florida ,POLK,12,105,FL 
33809,Lakeland,Florida ,POLK,12,105,FL 
33812,Lakeland,Florida ,POLK,12,105,FL 
33811,Lakeland,Florida ,POLK,12,105,FL 
33810,Lakeland,Florida ,POLK,12,105,FL 
33815,Lakeland,Florida ,POLK,12,105,FL 
33813,Lakeland,Florida ,POLK,12,105,FL 
33820,Alturas,Florida ,POLK,12,105,FL 
33823,Auburndale,Florida ,POLK,12,105,FL 
33825,Avon Park,Florida ,HIGHLANDS,12,055,FL 
33830,Bartow,Florida ,POLK,12,105,FL 
33827,Babson Park,Florida ,POLK,12,105,FL 
33835,Bradley,Florida ,POLK,12,105,FL 
33836,Davenport,Florida ,POLK,12,105,FL 
33826,Avon Park,Florida ,HIGHLANDS,12,055,FL 
33831,Bartow,Florida ,POLK,12,105,FL 
33834,Bowling Green,Florida ,HARDEE,12,049,FL 
33837,Davenport,Florida ,POLK,12,105,FL 
33838,Dundee,Florida ,POLK,12,105,FL 
33839,Eagle Lake,Florida ,POLK,12,105,FL 
33841,Fort Meade,Florida ,POLK,12,105,FL 
33844,Haines City,Florida ,POLK,12,105,FL 
33840,Eaton Park,Florida ,POLK,12,105,FL 
33846,Highland City,Florida ,POLK,12,105,FL 
33845,Haines City,Florida ,POLK,12,105,FL 
33843,Frostproof,Florida ,POLK,12,105,FL 
33847,Homeland,Florida ,POLK,12,105,FL 
33848,Intercession City,Florida ,OSCEOLA,12,097,FL 
33851,Lake Hamilton,Florida ,POLK,12,105,FL 
33853,Lake Wales,Florida ,POLK,12,105,FL 
33849,Kathleen,Florida ,POLK,12,105,FL 
33850,Lake Alfred,Florida ,POLK,12,105,FL 
33854,Lakeshore,Florida ,POLK,12,105,FL 
33852,Lake Placid,Florida ,HIGHLANDS,12,055,FL 
33855,Indian Lake Estates,Florida ,POLK,12,105,FL 
33856,Nalcrest,Florida ,POLK,12,105,FL 
33860,Mulberry,Florida ,POLK,12,105,FL 
33859,Lake Wales,Florida ,POLK,12,105,FL 
33862,Lake Placid,Florida ,HIGHLANDS,12,055,FL 
33863,Nichols,Florida ,POLK,12,105,FL 
33858,Loughman,Florida ,POLK,12,105,FL 
33857,Lorida,Florida ,HIGHLANDS,12,055,FL 
33865,Ona,Florida ,HARDEE,12,049,FL 
33867,River Ranch,Florida ,POLK,12,105,FL 
33871,Sebring,Florida ,HIGHLANDS,12,055,FL 
33868,Polk City,Florida ,POLK,12,105,FL 
33876,Sebring,Florida ,HIGHLANDS,12,055,FL 
33875,Sebring,Florida ,HIGHLANDS,12,055,FL 
33873,Wauchula,Florida ,HARDEE,12,049,FL 
33870,Sebring,Florida ,HIGHLANDS,12,055,FL 
33872,Sebring,Florida ,HIGHLANDS,12,055,FL 
33877,Waverly,Florida ,POLK,12,105,FL 
33881,Winter Haven,Florida ,POLK,12,105,FL 
33883,Winter Haven,Florida ,POLK,12,105,FL 
33884,Winter Haven,Florida ,POLK,12,105,FL 
33888,Winter Haven,Florida ,POLK,12,105,FL 
33882,Winter Haven,Florida ,POLK,12,105,FL 
33885,Winter Haven,Florida ,POLK,12,105,FL 
33880,Winter Haven,Florida ,POLK,12,105,FL 
33890,Zolfo Springs,Florida ,HARDEE,12,049,FL 
33897,Davenport,Florida ,POLK,12,105,FL 
33901,Fort Myers,Florida ,LEE,12,071,FL 
33903,North Fort Myers,Florida ,LEE,12,071,FL 
33902,Fort Myers,Florida ,LEE,12,071,FL 
33904,Cape Coral,Florida ,LEE,12,071,FL 
33896,Davenport,Florida ,POLK,12,105,FL 
33898,Lake Wales,Florida ,POLK,12,105,FL 
33905,Fort Myers,Florida ,LEE,12,071,FL 
33906,Fort Myers,Florida ,LEE,12,071,FL 
33907,Fort Myers,Florida ,LEE,12,071,FL 
33908,Fort Myers,Florida ,LEE,12,071,FL 
33910,Cape Coral,Florida ,LEE,12,071,FL 
33909,Cape Coral,Florida ,LEE,12,071,FL 
33912,Fort Myers,Florida ,LEE,12,071,FL 
33911,Fort Myers,Florida ,LEE,12,071,FL 
33914,Cape Coral,Florida ,LEE,12,071,FL 
33915,Cape Coral,Florida ,LEE,12,071,FL 
33913,Fort Myers,Florida ,LEE,12,071,FL 
33920,Alva,Florida ,LEE,12,071,FL 
33917,North Fort Myers,Florida ,LEE,12,071,FL 
33918,North Fort Myers,Florida ,LEE,12,071,FL 
33919,Fort Myers,Florida ,LEE,12,071,FL 
33921,Boca Grande,Florida ,LEE,12,071,FL 
33916,Fort Myers,Florida ,LEE,12,071,FL 
33922,Bokeelia,Florida ,LEE,12,071,FL 
33924,Captiva,Florida ,LEE,12,071,FL 
33930,Felda,Florida ,HENDRY,12,051,FL 
33928,Estero,Florida ,LEE,12,071,FL 
33927,El Jobean,Florida ,CHARLOTTE,12,015,FL 
33935,Labelle,Florida ,HENDRY,12,051,FL 
33932,Fort Myers Beach,Florida ,LEE,12,071,FL 
33929,Estero,Florida ,LEE,12,071,FL 
33936,Lehigh Acres,Florida ,LEE,12,071,FL 
33931,Fort Myers Beach,Florida ,LEE,12,071,FL 
33938,Murdock,Florida ,CHARLOTTE,12,015,FL 
33944,Palmdale,Florida ,GLADES,12,043,FL 
33945,Pineland,Florida ,LEE,12,071,FL 
33946,Placida,Florida ,CHARLOTTE,12,015,FL 
33947,Rotonda West,Florida ,CHARLOTTE,12,015,FL 
33948,Port Charlotte,Florida ,CHARLOTTE,12,015,FL 
33949,Port Charlotte,Florida ,CHARLOTTE,12,015,FL 
33950,Punta Gorda,Florida ,CHARLOTTE,12,015,FL 
33951,Punta Gorda,Florida ,CHARLOTTE,12,015,FL 
33952,Port Charlotte,Florida ,CHARLOTTE,12,015,FL 
33953,Port Charlotte,Florida ,CHARLOTTE,12,015,FL 
33954,Port Charlotte,Florida ,CHARLOTTE,12,015,FL 
33955,Punta Gorda,Florida ,CHARLOTTE,12,015,FL 
33957,Sanibel,Florida ,LEE,12,071,FL 
33960,Venus,Florida ,HIGHLANDS,12,055,FL 
33956,Saint James City,Florida ,LEE,12,071,FL 
33965,Fort Myers,Florida ,LEE,12,071,FL 
33966,Fort Myers,Florida ,LEE,12,071,FL 
33967,Fort Myers,Florida ,LEE,12,071,FL 
33970,Lehigh Acres,Florida ,LEE,12,071,FL 
33972,Lehigh Acres,Florida ,LEE,12,071,FL 
33973,Lehigh Acres,Florida ,LEE,12,071,FL 
33974,Lehigh Acres,Florida ,LEE,12,071,FL 
33971,Lehigh Acres,Florida ,LEE,12,071,FL 
33975,Labelle,Florida ,HENDRY,12,051,FL 
33976,Lehigh Acres,Florida ,LEE,12,071,FL 
33980,Punta Gorda,Florida ,CHARLOTTE,12,015,FL 
33981,Port Charlotte,Florida ,CHARLOTTE,12,015,FL 
33983,Punta Gorda,Florida ,CHARLOTTE,12,015,FL 
33982,Punta Gorda,Florida ,CHARLOTTE,12,015,FL 
33991,Cape Coral,Florida ,LEE,12,071,FL 
33990,Cape Coral,Florida ,LEE,12,071,FL 
33994,Fort Myers,Florida ,LEE,12,071,FL 
33993,Cape Coral,Florida ,LEE,12,071,FL 
34101,Naples,Florida ,COLLIER,12,021,FL 
34102,Naples,Florida ,COLLIER,12,021,FL 
34103,Naples,Florida ,COLLIER,12,021,FL 
34104,Naples,Florida ,COLLIER,12,021,FL 
34106,Naples,Florida ,COLLIER,12,021,FL 
34105,Naples,Florida ,COLLIER,12,021,FL 
34109,Naples,Florida ,COLLIER,12,021,FL 
34108,Naples,Florida ,COLLIER,12,021,FL 
34107,Naples,Florida ,COLLIER,12,021,FL 
34110,Naples,Florida ,COLLIER,12,021,FL 
34112,Naples,Florida ,COLLIER,12,021,FL 
34116,Naples,Florida ,COLLIER,12,021,FL 
34120,Naples,Florida ,COLLIER,12,021,FL 
34114,Naples,Florida ,COLLIER,12,021,FL 
34113,Naples,Florida ,COLLIER,12,021,FL 
34119,Naples,Florida ,COLLIER,12,021,FL 
34117,Naples,Florida ,COLLIER,12,021,FL 
34133,Bonita Springs,Florida ,LEE,12,071,FL 
34134,Bonita Springs,Florida ,LEE,12,071,FL 
34135,Bonita Springs,Florida ,LEE,12,071,FL 
34136,Bonita Springs,Florida ,LEE,12,071,FL 
34141,Ochopee,Florida ,COLLIER,12,021,FL 
34138,Chokoloskee,Florida ,COLLIER,12,021,FL 
34139,Everglades City,Florida ,COLLIER,12,021,FL 
34140,Goodland,Florida ,COLLIER,12,021,FL 
34137,Copeland,Florida ,COLLIER,12,021,FL 
34143,Immokalee,Florida ,COLLIER,12,021,FL 
34142,Immokalee,Florida ,COLLIER,12,021,FL 
34201,Bradenton,Florida ,MANATEE,12,081,FL 
34146,Marco Island,Florida ,COLLIER,12,021,FL 
34145,Marco Island,Florida ,COLLIER,12,021,FL 
34202,Bradenton,Florida ,MANATEE,12,081,FL 
34203,Bradenton,Florida ,MANATEE,12,081,FL 
34205,Bradenton,Florida ,MANATEE,12,081,FL 
34206,Bradenton,Florida ,MANATEE,12,081,FL 
34204,Bradenton,Florida ,MANATEE,12,081,FL 
34207,Bradenton,Florida ,MANATEE,12,081,FL 
34208,Bradenton,Florida ,MANATEE,12,081,FL 
34212,Bradenton,Florida ,MANATEE,12,081,FL 
34209,Bradenton,Florida ,MANATEE,12,081,FL 
34210,Bradenton,Florida ,MANATEE,12,081,FL 
34216,Anna Maria,Florida ,MANATEE,12,081,FL 
34211,Bradenton,Florida ,MANATEE,12,081,FL 
34215,Cortez,Florida ,MANATEE,12,081,FL 
34217,Bradenton Beach,Florida ,MANATEE,12,081,FL 
34218,Holmes Beach,Florida ,MANATEE,12,081,FL 
34224,Englewood,Florida ,CHARLOTTE,12,015,FL 
34219,Parrish,Florida ,MANATEE,12,081,FL 
34222,Ellenton,Florida ,MANATEE,12,081,FL 
34223,Englewood,Florida ,SARASOTA,12,115,FL 
34221,Palmetto,Florida ,MANATEE,12,081,FL 
34220,Palmetto,Florida ,MANATEE,12,081,FL 
34228,Longboat Key,Florida ,MANATEE,12,081,FL 
34229,Osprey,Florida ,SARASOTA,12,115,FL 
34235,Sarasota,Florida ,SARASOTA,12,115,FL 
34232,Sarasota,Florida ,SARASOTA,12,115,FL 
34233,Sarasota,Florida ,SARASOTA,12,115,FL 
34230,Sarasota,Florida ,SARASOTA,12,115,FL 
34231,Sarasota,Florida ,SARASOTA,12,115,FL 
34234,Sarasota,Florida ,SARASOTA,12,115,FL 
34236,Sarasota,Florida ,SARASOTA,12,115,FL 
34237,Sarasota,Florida ,SARASOTA,12,115,FL 
34243,Sarasota,Florida ,MANATEE,12,081,FL 
34242,Sarasota,Florida ,SARASOTA,12,115,FL 
34241,Sarasota,Florida ,SARASOTA,12,115,FL 
34239,Sarasota,Florida ,SARASOTA,12,115,FL 
34240,Sarasota,Florida ,SARASOTA,12,115,FL 
34238,Sarasota,Florida ,SARASOTA,12,115,FL 
34250,Terra Ceia,Florida ,MANATEE,12,081,FL 
34249,Sarasota,Florida ,SARASOTA,12,115,FL 
34266,Arcadia,Florida ,DESOTO,12,027,FL 
34251,Myakka City,Florida ,MANATEE,12,081,FL 
34265,Arcadia,Florida ,DESOTO,12,027,FL 
34260,Sarasota,Florida ,MANATEE,12,081,FL 
34269,Arcadia,Florida ,DESOTO,12,027,FL 
34267,Fort Ogden,Florida ,DESOTO,12,027,FL 
34264,Oneco,Florida ,MANATEE,12,081,FL 
34268,Nocatee,Florida ,DESOTO,12,027,FL 
34270,Tallevast,Florida ,MANATEE,12,081,FL 
34274,Nokomis,Florida ,SARASOTA,12,115,FL 
34272,Laurel,Florida ,SARASOTA,12,115,FL 
34277,Sarasota,Florida ,SARASOTA,12,115,FL 
34281,Bradenton,Florida ,MANATEE,12,081,FL 
34280,Bradenton,Florida ,MANATEE,12,081,FL 
34275,Nokomis,Florida ,SARASOTA,12,115,FL 
34276,Sarasota,Florida ,SARASOTA,12,115,FL 
34282,Bradenton,Florida ,MANATEE,12,081,FL 
34287,North Port,Florida ,SARASOTA,12,115,FL 
34290,North Port,Florida ,SARASOTA,12,115,FL 
34286,North Port,Florida ,SARASOTA,12,115,FL 
34284,Venice,Florida ,SARASOTA,12,115,FL 
34288,North Port,Florida ,SARASOTA,12,115,FL 
34289,North Port,Florida ,SARASOTA,12,115,FL 
34285,Venice,Florida ,SARASOTA,12,115,FL 
34291,North Port,Florida ,SARASOTA,12,115,FL 
34292,Venice,Florida ,SARASOTA,12,115,FL 
34293,Venice,Florida ,SARASOTA,12,115,FL 
34423,Crystal River,Florida ,CITRUS,12,017,FL 
34421,Belleview,Florida ,MARION,12,083,FL 
34429,Crystal River,Florida ,CITRUS,12,017,FL 
34295,Englewood,Florida ,SARASOTA,12,115,FL 
34420,Belleview,Florida ,MARION,12,083,FL 
34428,Crystal River,Florida ,CITRUS,12,017,FL 
34430,Dunnellon,Florida ,MARION,12,083,FL 
34431,Dunnellon,Florida ,MARION,12,083,FL 
34432,Dunnellon,Florida ,MARION,12,083,FL 
34436,Floral City,Florida ,CITRUS,12,017,FL 
34442,Hernando,Florida ,CITRUS,12,017,FL 
34433,Dunnellon,Florida ,CITRUS,12,017,FL 
34441,Hernando,Florida ,CITRUS,12,017,FL 
34445,Holder,Florida ,CITRUS,12,017,FL 
34434,Dunnellon,Florida ,CITRUS,12,017,FL 
34447,Homosassa Springs,Florida ,CITRUS,12,017,FL 
34446,Homosassa,Florida ,CITRUS,12,017,FL 
34448,Homosassa,Florida ,CITRUS,12,017,FL 
34453,Inverness,Florida ,CITRUS,12,017,FL 
34450,Inverness,Florida ,CITRUS,12,017,FL 
34451,Inverness,Florida ,CITRUS,12,017,FL 
34449,Inglis,Florida ,LEVY,12,075,FL 
34452,Inverness,Florida ,CITRUS,12,017,FL 
34460,Lecanto,Florida ,CITRUS,12,017,FL 
34472,Ocala,Florida ,MARION,12,083,FL 
34461,Lecanto,Florida ,CITRUS,12,017,FL 
34471,Ocala,Florida ,MARION,12,083,FL 
34464,Beverly Hills,Florida ,CITRUS,12,017,FL 
34470,Ocala,Florida ,MARION,12,083,FL 
34473,Ocala,Florida ,MARION,12,083,FL 
34465,Beverly Hills,Florida ,CITRUS,12,017,FL 
34474,Ocala,Florida ,MARION,12,083,FL 
34477,Ocala,Florida ,MARION,12,083,FL 
34478,Ocala,Florida ,MARION,12,083,FL 
34476,Ocala,Florida ,MARION,12,083,FL 
34481,Ocala,Florida ,MARION,12,083,FL 
34480,Ocala,Florida ,MARION,12,083,FL 
34475,Ocala,Florida ,MARION,12,083,FL 
34479,Ocala,Florida ,MARION,12,083,FL 
34482,Ocala,Florida ,MARION,12,083,FL 
34483,Ocala,Florida ,MARION,12,083,FL 
34484,Oxford,Florida ,SUMTER,12,119,FL 
34489,Silver Springs,Florida ,MARION,12,083,FL 
34487,Homosassa,Florida ,CITRUS,12,017,FL 
34491,Summerfield,Florida ,MARION,12,083,FL 
34492,Summerfield,Florida ,MARION,12,083,FL 
34488,Silver Springs,Florida ,MARION,12,083,FL 
34498,Yankeetown,Florida ,LEVY,12,075,FL 
34602,Brooksville,Florida ,HERNANDO,12,053,FL 
34605,Brooksville,Florida ,HERNANDO,12,053,FL 
34606,Spring Hill,Florida ,HERNANDO,12,053,FL 
34604,Brooksville,Florida ,HERNANDO,12,053,FL 
34603,Brooksville,Florida ,HERNANDO,12,053,FL 
34607,Spring Hill,Florida ,HERNANDO,12,053,FL 
34601,Brooksville,Florida ,HERNANDO,12,053,FL 
34608,Spring Hill,Florida ,HERNANDO,12,053,FL 
34609,Spring Hill,Florida ,HERNANDO,12,053,FL 
34614,Brooksville,Florida ,HERNANDO,12,053,FL 
34638,Land O Lakes,Florida ,PASCO,12,101,FL 
34636,Istachatta,Florida ,HERNANDO,12,053,FL 
34611,Spring Hill,Florida ,HERNANDO,12,053,FL 
34637,Land O Lakes,Florida ,PASCO,12,101,FL 
34610,Spring Hill,Florida ,PASCO,12,101,FL 
34613,Brooksville,Florida ,HERNANDO,12,053,FL 
34652,New Port Richey,Florida ,PASCO,12,101,FL 
34654,New Port Richey,Florida ,PASCO,12,101,FL 
34656,New Port Richey,Florida ,PASCO,12,101,FL 
34660,Ozona,Florida ,PINELLAS,12,103,FL 
34639,Land O Lakes,Florida ,PASCO,12,101,FL 
34661,Nobleton,Florida ,HERNANDO,12,053,FL 
34655,New Port Richey,Florida ,PASCO,12,101,FL 
34653,New Port Richey,Florida ,PASCO,12,101,FL 
34669,Hudson,Florida ,PASCO,12,101,FL 
34667,Hudson,Florida ,PASCO,12,101,FL 
34668,Port Richey,Florida ,PASCO,12,101,FL 
34674,Hudson,Florida ,PASCO,12,101,FL 
34673,Port Richey,Florida ,PASCO,12,101,FL 
34677,Oldsmar,Florida ,PINELLAS,12,103,FL 
34679,Aripeka,Florida ,PASCO,12,101,FL 
34680,Elfers,Florida ,PASCO,12,101,FL 
34681,Crystal Beach,Florida ,PINELLAS,12,103,FL 
34683,Palm Harbor,Florida ,PINELLAS,12,103,FL 
34682,Palm Harbor,Florida ,PINELLAS,12,103,FL 
34684,Palm Harbor,Florida ,PINELLAS,12,103,FL 
34688,Tarpon Springs,Florida ,PINELLAS,12,103,FL 
34685,Palm Harbor,Florida ,PINELLAS,12,103,FL 
34689,Tarpon Springs,Florida ,PINELLAS,12,103,FL 
34690,Holiday,Florida ,PASCO,12,101,FL 
34691,Holiday,Florida ,PASCO,12,101,FL 
34692,Holiday,Florida ,PASCO,12,101,FL 
34695,Safety Harbor,Florida ,PINELLAS,12,103,FL 
34698,Dunedin,Florida ,PINELLAS,12,103,FL 
34705,Astatula,Florida ,LAKE,12,069,FL 
34697,Dunedin,Florida ,PINELLAS,12,103,FL 
34711,Clermont,Florida ,LAKE,12,069,FL 
34712,Clermont,Florida ,LAKE,12,069,FL 
34713,Clermont,Florida ,LAKE,12,069,FL 
34736,Groveland,Florida ,LAKE,12,069,FL 
34715,Clermont,Florida ,LAKE,12,069,FL 
34714,Clermont,Florida ,LAKE,12,069,FL 
34729,Ferndale,Florida ,LAKE,12,069,FL 
34737,Howey In The Hills,Florida ,LAKE,12,069,FL 
34734,Gotha,Florida ,ORANGE,12,095,FL 
34731,Fruitland Park,Florida ,LAKE,12,069,FL 
34739,Kenansville,Florida ,OSCEOLA,12,097,FL 
34740,Killarney,Florida ,ORANGE,12,095,FL 
34741,Kissimmee,Florida ,OSCEOLA,12,097,FL 
34745,Kissimmee,Florida ,OSCEOLA,12,097,FL 
34746,Kissimmee,Florida ,OSCEOLA,12,097,FL 
34744,Kissimmee,Florida ,OSCEOLA,12,097,FL 
34743,Kissimmee,Florida ,OSCEOLA,12,097,FL 
34742,Kissimmee,Florida ,OSCEOLA,12,097,FL 
34747,Kissimmee,Florida ,OSCEOLA,12,097,FL 
34749,Leesburg,Florida ,LAKE,12,069,FL 
34748,Leesburg,Florida ,LAKE,12,069,FL 
34755,Minneola,Florida ,LAKE,12,069,FL 
34760,Oakland,Florida ,ORANGE,12,095,FL 
34753,Mascotte,Florida ,LAKE,12,069,FL 
34759,Kissimmee,Florida ,POLK,12,105,FL 
34758,Kissimmee,Florida ,OSCEOLA,12,097,FL 
34756,Montverde,Florida ,LAKE,12,069,FL 
34762,Okahumpka,Florida ,LAKE,12,069,FL 
34761,Ocoee,Florida ,ORANGE,12,095,FL 
34770,Saint Cloud,Florida ,OSCEOLA,12,097,FL 
34771,Saint Cloud,Florida ,OSCEOLA,12,097,FL 
34777,Winter Garden,Florida ,ORANGE,12,095,FL 
34769,Saint Cloud,Florida ,OSCEOLA,12,097,FL 
34772,Saint Cloud,Florida ,OSCEOLA,12,097,FL 
34773,Saint Cloud,Florida ,OSCEOLA,12,097,FL 
34785,Wildwood,Florida ,SUMTER,12,119,FL 
34778,Winter Garden,Florida ,ORANGE,12,095,FL 
