90001,Los Angeles,California ,LOS ANGELES,06,037,CA 
92672,San Clemente,California ,ORANGE,06,059,CA 
92661,Newport Beach,California ,ORANGE,06,059,CA 
92674,San Clemente,California ,ORANGE,06,059,CA 
92675,San Juan Capistrano,California ,ORANGE,06,059,CA 
92673,San Clemente,California ,ORANGE,06,059,CA 
92676,Silverado,California ,ORANGE,06,059,CA 
92677,Laguna Niguel,California ,ORANGE,06,059,CA 
92683,Westminster,California ,ORANGE,06,059,CA 
92679,Trabuco Canyon,California ,ORANGE,06,059,CA 
92678,Trabuco Canyon,California ,ORANGE,06,059,CA 
92685,Westminster,California ,ORANGE,06,059,CA 
92684,Westminster,California ,ORANGE,06,059,CA 
92688,Rancho Santa Margarita,California ,ORANGE,06,059,CA 
92693,San Juan Capistrano,California ,ORANGE,06,059,CA 
92691,Mission Viejo,California ,ORANGE,06,059,CA 
92694,Ladera Ranch,California ,ORANGE,06,059,CA 
92698,Aliso Viejo,California ,ORANGE,06,059,CA 
92690,Mission Viejo,California ,ORANGE,06,059,CA 
92697,Irvine,California ,ORANGE,06,059,CA 
92692,Mission Viejo,California ,ORANGE,06,059,CA 
92701,Santa Ana,California ,ORANGE,06,059,CA 
92704,Santa Ana,California ,ORANGE,06,059,CA 
92707,Santa Ana,California ,ORANGE,06,059,CA 
92703,Santa Ana,California ,ORANGE,06,059,CA 
92708,Fountain Valley,California ,ORANGE,06,059,CA 
92711,Santa Ana,California ,ORANGE,06,059,CA 
92705,Santa Ana,California ,ORANGE,06,059,CA 
92706,Santa Ana,California ,ORANGE,06,059,CA 
92702,Santa Ana,California ,ORANGE,06,059,CA 
92780,Tustin,California ,ORANGE,06,059,CA 
92712,Santa Ana,California ,ORANGE,06,059,CA 
92735,Santa Ana,California ,ORANGE,06,059,CA 
92801,Anaheim,California ,ORANGE,06,059,CA 
92782,Tustin,California ,ORANGE,06,059,CA 
92728,Fountain Valley,California ,ORANGE,06,059,CA 
92781,Tustin,California ,ORANGE,06,059,CA 
92799,Santa Ana,California ,ORANGE,06,059,CA 
92802,Anaheim,California ,ORANGE,06,059,CA 
92805,Anaheim,California ,ORANGE,06,059,CA 
92803,Anaheim,California ,ORANGE,06,059,CA 
92808,Anaheim,California ,ORANGE,06,059,CA 
92807,Anaheim,California ,ORANGE,06,059,CA 
92806,Anaheim,California ,ORANGE,06,059,CA 
92804,Anaheim,California ,ORANGE,06,059,CA 
92809,Anaheim,California ,ORANGE,06,059,CA 
92811,Atwood,California ,ORANGE,06,059,CA 
92812,Anaheim,California ,ORANGE,06,059,CA 
92822,Brea,California ,ORANGE,06,059,CA 
92815,Anaheim,California ,ORANGE,06,059,CA 
92814,Anaheim,California ,ORANGE,06,059,CA 
92817,Anaheim,California ,ORANGE,06,059,CA 
92821,Brea,California ,ORANGE,06,059,CA 
92816,Anaheim,California ,ORANGE,06,059,CA 
92823,Brea,California ,ORANGE,06,059,CA 
92831,Fullerton,California ,ORANGE,06,059,CA 
92825,Anaheim,California ,ORANGE,06,059,CA 
92835,Fullerton,California ,ORANGE,06,059,CA 
92836,Fullerton,California ,ORANGE,06,059,CA 
92834,Fullerton,California ,ORANGE,06,059,CA 
92833,Fullerton,California ,ORANGE,06,059,CA 
92837,Fullerton,California ,ORANGE,06,059,CA 
92832,Fullerton,California ,ORANGE,06,059,CA 
92838,Fullerton,California ,ORANGE,06,059,CA 
92840,Garden Grove,California ,ORANGE,06,059,CA 
92843,Garden Grove,California ,ORANGE,06,059,CA 
92842,Garden Grove,California ,ORANGE,06,059,CA 
92846,Garden Grove,California ,ORANGE,06,059,CA 
92841,Garden Grove,California ,ORANGE,06,059,CA 
92844,Garden Grove,California ,ORANGE,06,059,CA 
92845,Garden Grove,California ,ORANGE,06,059,CA 
92850,Anaheim,California ,ORANGE,06,059,CA 
92856,Orange,California ,ORANGE,06,059,CA 
92859,Orange,California ,ORANGE,06,059,CA 
92862,Orange,California ,ORANGE,06,059,CA 
92857,Orange,California ,ORANGE,06,059,CA 
92860,Norco,California ,RIVERSIDE,06,065,CA 
92861,Villa Park,California ,ORANGE,06,059,CA 
92863,Orange,California ,ORANGE,06,059,CA 
92864,Orange,California ,ORANGE,06,059,CA 
92865,Orange,California ,ORANGE,06,059,CA 
92867,Orange,California ,ORANGE,06,059,CA 
92871,Placentia,California ,ORANGE,06,059,CA 
92869,Orange,California ,ORANGE,06,059,CA 
92866,Orange,California ,ORANGE,06,059,CA 
92870,Placentia,California ,ORANGE,06,059,CA 
92877,Corona,California ,RIVERSIDE,06,065,CA 
92868,Orange,California ,ORANGE,06,059,CA 
92878,Corona,California ,RIVERSIDE,06,065,CA 
92879,Corona,California ,RIVERSIDE,06,065,CA 
92880,Corona,California ,RIVERSIDE,06,065,CA 
92883,Corona,California ,RIVERSIDE,06,065,CA 
92881,Corona,California ,RIVERSIDE,06,065,CA 
92885,Yorba Linda,California ,ORANGE,06,059,CA 
92882,Corona,California ,RIVERSIDE,06,065,CA 
92886,Yorba Linda,California ,ORANGE,06,059,CA 
92887,Yorba Linda,California ,ORANGE,06,059,CA 
93001,Ventura,California ,VENTURA,06,111,CA 
92899,Anaheim,California ,ORANGE,06,059,CA 
93004,Ventura,California ,VENTURA,06,111,CA 
93006,Ventura,California ,VENTURA,06,111,CA 
93005,Ventura,California ,VENTURA,06,111,CA 
93002,Ventura,California ,VENTURA,06,111,CA 
93003,Ventura,California ,VENTURA,06,111,CA 
93007,Ventura,California ,VENTURA,06,111,CA 
93010,Camarillo,California ,VENTURA,06,111,CA 
93014,Carpinteria,California ,SANTA BARBARA,06,083,CA 
93016,Fillmore,California ,VENTURA,06,111,CA 
93009,Ventura,California ,VENTURA,06,111,CA 
93012,Camarillo,California ,VENTURA,06,111,CA 
93013,Carpinteria,California ,SANTA BARBARA,06,083,CA 
93011,Camarillo,California ,VENTURA,06,111,CA 
93015,Fillmore,California ,VENTURA,06,111,CA 
93021,Moorpark,California ,VENTURA,06,111,CA 
93030,Oxnard,California ,VENTURA,06,111,CA 
93024,Ojai,California ,VENTURA,06,111,CA 
93022,Oak View,California ,VENTURA,06,111,CA 
93023,Ojai,California ,VENTURA,06,111,CA 
93020,Moorpark,California ,VENTURA,06,111,CA 
93031,Oxnard,California ,VENTURA,06,111,CA 
93032,Oxnard,California ,VENTURA,06,111,CA 
93033,Oxnard,California ,VENTURA,06,111,CA 
93034,Oxnard,California ,VENTURA,06,111,CA 
93036,Oxnard,California ,VENTURA,06,111,CA 
93040,Piru,California ,VENTURA,06,111,CA 
93041,Port Hueneme,California ,VENTURA,06,111,CA 
93035,Oxnard,California ,VENTURA,06,111,CA 
93042,Point Mugu Nawc,California ,VENTURA,06,111,CA 
93043,Port Hueneme Cbc Base,California ,VENTURA,06,111,CA 
93060,Santa Paula,California ,VENTURA,06,111,CA 
93061,Santa Paula,California ,VENTURA,06,111,CA 
93044,Port Hueneme,California ,VENTURA,06,111,CA 
93062,Simi Valley,California ,VENTURA,06,111,CA 
93063,Simi Valley,California ,VENTURA,06,111,CA 
93064,Brandeis,California ,VENTURA,06,111,CA 
93065,Simi Valley,California ,VENTURA,06,111,CA 
93066,Somis,California ,VENTURA,06,111,CA 
93094,Simi Valley,California ,VENTURA,06,111,CA 
93067,Summerland,California ,SANTA BARBARA,06,083,CA 
93099,Simi Valley,California ,VENTURA,06,111,CA 
93101,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93102,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93103,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93105,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93106,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93107,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93108,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93111,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93109,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93110,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93116,Goleta,California ,SANTA BARBARA,06,083,CA 
93117,Goleta,California ,SANTA BARBARA,06,083,CA 
93118,Goleta,California ,SANTA BARBARA,06,083,CA 
93121,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93120,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93150,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93140,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93130,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93199,Goleta,California ,SANTA BARBARA,06,083,CA 
93160,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93190,Santa Barbara,California ,SANTA BARBARA,06,083,CA 
93202,Armona,California ,KINGS,06,031,CA 
93201,Alpaugh,California ,TULARE,06,107,CA 
93204,Avenal,California ,KINGS,06,031,CA 
93208,Camp Nelson,California ,TULARE,06,107,CA 
93203,Arvin,California ,KERN,06,029,CA 
93205,Bodfish,California ,KERN,06,029,CA 
93207,California Hot Springs,California ,TULARE,06,107,CA 
93206,Buttonwillow,California ,KERN,06,029,CA 
93210,Coalinga,California ,FRESNO,06,019,CA 
93212,Corcoran,California ,KINGS,06,031,CA 
93218,Ducor,California ,TULARE,06,107,CA 
93215,Delano,California ,KERN,06,029,CA 
93219,Earlimart,California ,TULARE,06,107,CA 
93216,Delano,California ,KERN,06,029,CA 
93220,Edison,California ,KERN,06,029,CA 
93221,Exeter,California ,TULARE,06,107,CA 
93223,Farmersville,California ,TULARE,06,107,CA 
93222,Pine Mountain Club,California ,KERN,06,029,CA 
93224,Fellows,California ,KERN,06,029,CA 
93225,Frazier Park,California ,KERN,06,029,CA 
93226,Glennville,California ,KERN,06,029,CA 
93230,Hanford,California ,KINGS,06,031,CA 
93234,Huron,California ,FRESNO,06,019,CA 
93232,Hanford,California ,KINGS,06,031,CA 
93227,Goshen,California ,TULARE,06,107,CA 
93235,Ivanhoe,California ,TULARE,06,107,CA 
93237,Kaweah,California ,TULARE,06,107,CA 
93238,Kernville,California ,KERN,06,029,CA 
93239,Kettleman City,California ,KINGS,06,031,CA 
93240,Lake Isabella,California ,KERN,06,029,CA 
93241,Lamont,California ,KERN,06,029,CA 
93243,Lebec,California ,KERN,06,029,CA 
93242,Laton,California ,FRESNO,06,019,CA 
93244,Lemon Cove,California ,TULARE,06,107,CA 
93245,Lemoore,California ,KINGS,06,031,CA 
93246,Lemoore,California ,KINGS,06,031,CA 
93247,Lindsay,California ,TULARE,06,107,CA 
93249,Lost Hills,California ,KERN,06,029,CA 
93250,Mc Farland,California ,KERN,06,029,CA 
93255,Onyx,California ,KERN,06,029,CA 
93252,Maricopa,California ,KERN,06,029,CA 
93256,Pixley,California ,TULARE,06,107,CA 
93251,Mc Kittrick,California ,KERN,06,029,CA 
93254,New Cuyama,California ,SANTA BARBARA,06,083,CA 
93257,Porterville,California ,TULARE,06,107,CA 
93258,Porterville,California ,TULARE,06,107,CA 
93260,Posey,California ,TULARE,06,107,CA 
93261,Richgrove,California ,TULARE,06,107,CA 
93263,Shafter,California ,KERN,06,029,CA 
93262,Sequoia National Park,California ,TULARE,06,107,CA 
93266,Stratford,California ,KINGS,06,031,CA 
93265,Springville,California ,TULARE,06,107,CA 
93267,Strathmore,California ,TULARE,06,107,CA 
93268,Taft,California ,KERN,06,029,CA 
93270,Terra Bella,California ,TULARE,06,107,CA 
93274,Tulare,California ,TULARE,06,107,CA 
93271,Three Rivers,California ,TULARE,06,107,CA 
93272,Tipton,California ,TULARE,06,107,CA 
93279,Visalia,California ,TULARE,06,107,CA 
93278,Visalia,California ,TULARE,06,107,CA 
93275,Tulare,California ,TULARE,06,107,CA 
93276,Tupman,California ,KERN,06,029,CA 
93277,Visalia,California ,TULARE,06,107,CA 
93283,Weldon,California ,KERN,06,029,CA 
93282,Waukena,California ,TULARE,06,107,CA 
93280,Wasco,California ,KERN,06,029,CA 
93285,Wofford Heights,California ,KERN,06,029,CA 
93286,Woodlake,California ,TULARE,06,107,CA 
93290,Visalia,California ,TULARE,06,107,CA 
93291,Visalia,California ,TULARE,06,107,CA 
93287,Woody,California ,KERN,06,029,CA 
93303,Bakersfield,California ,KERN,06,029,CA 
93301,Bakersfield,California ,KERN,06,029,CA 
93304,Bakersfield,California ,KERN,06,029,CA 
93302,Bakersfield,California ,KERN,06,029,CA 
93306,Bakersfield,California ,KERN,06,029,CA 
93305,Bakersfield,California ,KERN,06,029,CA 
93292,Visalia,California ,TULARE,06,107,CA 
93307,Bakersfield,California ,KERN,06,029,CA 
93308,Bakersfield,California ,KERN,06,029,CA 
93312,Bakersfield,California ,KERN,06,029,CA 
93380,Bakersfield,California ,KERN,06,029,CA 
93383,Bakersfield,California ,KERN,06,029,CA 
93311,Bakersfield,California ,KERN,06,029,CA 
93313,Bakersfield,California ,KERN,06,029,CA 
93309,Bakersfield,California ,KERN,06,029,CA 
93314,Bakersfield,California ,KERN,06,029,CA 
93384,Bakersfield,California ,KERN,06,029,CA 
93387,Bakersfield,California ,KERN,06,029,CA 
93401,San Luis Obispo,California ,SAN LUIS OBISPO,06,079,CA 
93388,Bakersfield,California ,KERN,06,029,CA 
93385,Bakersfield,California ,KERN,06,029,CA 
93389,Bakersfield,California ,KERN,06,029,CA 
93386,Bakersfield,California ,KERN,06,029,CA 
93390,Bakersfield,California ,KERN,06,029,CA 
93402,Los Osos,California ,SAN LUIS OBISPO,06,079,CA 
93403,San Luis Obispo,California ,SAN LUIS OBISPO,06,079,CA 
93407,San Luis Obispo,California ,SAN LUIS OBISPO,06,079,CA 
93406,San Luis Obispo,California ,SAN LUIS OBISPO,06,079,CA 
93405,San Luis Obispo,California ,SAN LUIS OBISPO,06,079,CA 
93409,San Luis Obispo,California ,SAN LUIS OBISPO,06,079,CA 
93408,San Luis Obispo,California ,SAN LUIS OBISPO,06,079,CA 
93410,San Luis Obispo,California ,SAN LUIS OBISPO,06,079,CA 
93412,Los Osos,California ,SAN LUIS OBISPO,06,079,CA 
93420,Arroyo Grande,California ,SAN LUIS OBISPO,06,079,CA 
93424,Avila Beach,California ,SAN LUIS OBISPO,06,079,CA 
93423,Atascadero,California ,SAN LUIS OBISPO,06,079,CA 
93426,Bradley,California ,MONTEREY,06,053,CA 
93421,Arroyo Grande,California ,SAN LUIS OBISPO,06,079,CA 
93427,Buellton,California ,SANTA BARBARA,06,083,CA 
93428,Cambria,California ,SAN LUIS OBISPO,06,079,CA 
93422,Atascadero,California ,SAN LUIS OBISPO,06,079,CA 
93429,Casmalia,California ,SANTA BARBARA,06,083,CA 
93433,Grover Beach,California ,SAN LUIS OBISPO,06,079,CA 
93430,Cayucos,California ,SAN LUIS OBISPO,06,079,CA 
93436,Lompoc,California ,SANTA BARBARA,06,083,CA 
93435,Harmony,California ,SAN LUIS OBISPO,06,079,CA 
93437,Lompoc,California ,SANTA BARBARA,06,083,CA 
93432,Creston,California ,SAN LUIS OBISPO,06,079,CA 
93434,Guadalupe,California ,SANTA BARBARA,06,083,CA 
93438,Lompoc,California ,SANTA BARBARA,06,083,CA 
93444,Nipomo,California ,SAN LUIS OBISPO,06,079,CA 
93443,Morro Bay,California ,SAN LUIS OBISPO,06,079,CA 
93441,Los Olivos,California ,SANTA BARBARA,06,083,CA 
93445,Oceano,California ,SAN LUIS OBISPO,06,079,CA 
93442,Morro Bay,California ,SAN LUIS OBISPO,06,079,CA 
93446,Paso Robles,California ,SAN LUIS OBISPO,06,079,CA 
93440,Los Alamos,California ,SANTA BARBARA,06,083,CA 
93447,Paso Robles,California ,SAN LUIS OBISPO,06,079,CA 
93448,Pismo Beach,California ,SAN LUIS OBISPO,06,079,CA 
93449,Pismo Beach,California ,SAN LUIS OBISPO,06,079,CA 
93450,San Ardo,California ,MONTEREY,06,053,CA 
93453,Santa Margarita,California ,SAN LUIS OBISPO,06,079,CA 
93452,San Simeon,California ,SAN LUIS OBISPO,06,079,CA 
93451,San Miguel,California ,SAN LUIS OBISPO,06,079,CA 
93454,Santa Maria,California ,SANTA BARBARA,06,083,CA 
93455,Santa Maria,California ,SANTA BARBARA,06,083,CA 
93456,Santa Maria,California ,SANTA BARBARA,06,083,CA 
93460,Santa Ynez,California ,SANTA BARBARA,06,083,CA 
93457,Santa Maria,California ,SANTA BARBARA,06,083,CA 
93464,Solvang,California ,SANTA BARBARA,06,083,CA 
93458,Santa Maria,California ,SANTA BARBARA,06,083,CA 
93463,Solvang,California ,SANTA BARBARA,06,083,CA 
93461,Shandon,California ,SAN LUIS OBISPO,06,079,CA 
93465,Templeton,California ,SAN LUIS OBISPO,06,079,CA 
93475,Oceano,California ,SAN LUIS OBISPO,06,079,CA 
93483,Grover Beach,California ,SAN LUIS OBISPO,06,079,CA 
93502,Mojave,California ,KERN,06,029,CA 
93504,California City,California ,KERN,06,029,CA 
93501,Mojave,California ,KERN,06,029,CA 
93510,Acton,California ,LOS ANGELES,06,037,CA 
93505,California City,California ,KERN,06,029,CA 
93512,Benton,California ,MONO,06,051,CA 
93513,Big Pine,California ,INYO,06,027,CA 
93514,Bishop,California ,INYO,06,027,CA 
93518,Caliente,California ,KERN,06,029,CA 
93517,Bridgeport,California ,MONO,06,051,CA 
93519,Cantil,California ,KERN,06,029,CA 
93522,Darwin,California ,INYO,06,027,CA 
93516,Boron,California ,KERN,06,029,CA 
93515,Bishop,California ,INYO,06,027,CA 
93523,Edwards,California ,KERN,06,029,CA 
93526,Independence,California ,INYO,06,027,CA 
93527,Inyokern,California ,KERN,06,029,CA 
93529,June Lake,California ,MONO,06,051,CA 
93530,Keeler,California ,INYO,06,027,CA 
93524,Edwards,California ,KERN,06,029,CA 
93531,Keene,California ,KERN,06,029,CA 
93528,Johannesburg,California ,KERN,06,029,CA 
93532,Lake Hughes,California ,LOS ANGELES,06,037,CA 
93534,Lancaster,California ,LOS ANGELES,06,037,CA 
93535,Lancaster,California ,LOS ANGELES,06,037,CA 
93541,Lee Vining,California ,MONO,06,051,CA 
93539,Lancaster,California ,LOS ANGELES,06,037,CA 
93543,Littlerock,California ,LOS ANGELES,06,037,CA 
93536,Lancaster,California ,LOS ANGELES,06,037,CA 
93542,Little Lake,California ,INYO,06,027,CA 
93544,Llano,California ,LOS ANGELES,06,037,CA 
93545,Lone Pine,California ,INYO,06,027,CA 
93546,Mammoth Lakes,California ,MONO,06,051,CA 
93551,Palmdale,California ,LOS ANGELES,06,037,CA 
93549,Olancha,California ,INYO,06,027,CA 
93552,Palmdale,California ,LOS ANGELES,06,037,CA 
93550,Palmdale,California ,LOS ANGELES,06,037,CA 
93554,Randsburg,California ,KERN,06,029,CA 
93553,Pearblossom,California ,LOS ANGELES,06,037,CA 
93555,Ridgecrest,California ,KERN,06,029,CA 
93556,Ridgecrest,California ,KERN,06,029,CA 
93560,Rosamond,California ,KERN,06,029,CA 
93558,Red Mountain,California ,KERN,06,029,CA 
93581,Tehachapi,California ,KERN,06,029,CA 
93562,Trona,California ,SAN BERNARDINO,06,071,CA 
93561,Tehachapi,California ,KERN,06,029,CA 
93563,Valyermo,California ,LOS ANGELES,06,037,CA 
93584,Lancaster,California ,LOS ANGELES,06,037,CA 
93586,Lancaster,California ,LOS ANGELES,06,037,CA 
93601,Ahwahnee,California ,MADERA,06,039,CA 
93591,Palmdale,California ,LOS ANGELES,06,037,CA 
93596,Boron,California ,KERN,06,029,CA 
93590,Palmdale,California ,LOS ANGELES,06,037,CA 
93599,Palmdale,California ,LOS ANGELES,06,037,CA 
93592,Trona,California ,SAN BERNARDINO,06,071,CA 
93603,Badger,California ,TULARE,06,107,CA 
93602,Auberry,California ,FRESNO,06,019,CA 
93604,Bass Lake,California ,MADERA,06,039,CA 
93605,Big Creek,California ,FRESNO,06,019,CA 
93607,Burrel,California ,FRESNO,06,019,CA 
93608,Cantua Creek,California ,FRESNO,06,019,CA 
93606,Biola,California ,FRESNO,06,019,CA 
93609,Caruthers,California ,FRESNO,06,019,CA 
93610,Chowchilla,California ,MADERA,06,039,CA 
93611,Clovis,California ,FRESNO,06,019,CA 
93612,Clovis,California ,FRESNO,06,019,CA 
93614,Coarsegold,California ,MADERA,06,039,CA 
93613,Clovis,California ,FRESNO,06,019,CA 
93618,Dinuba,California ,TULARE,06,107,CA 
93615,Cutler,California ,TULARE,06,107,CA 
93616,Del Rey,California ,FRESNO,06,019,CA 
93620,Dos Palos,California ,MERCED,06,047,CA 
93619,Clovis,California ,FRESNO,06,019,CA 
93622,Firebaugh,California ,FRESNO,06,019,CA 
93623,Fish Camp,California ,MARIPOSA,06,043,CA 
93621,Dunlap,California ,FRESNO,06,019,CA 
93625,Fowler,California ,FRESNO,06,019,CA 
93624,Five Points,California ,FRESNO,06,019,CA 
93626,Friant,California ,FRESNO,06,019,CA 
93627,Helm,California ,FRESNO,06,019,CA 
93628,Hume,California ,FRESNO,06,019,CA 
93630,Kerman,California ,FRESNO,06,019,CA 
93631,Kingsburg,California ,FRESNO,06,019,CA 
93634,Lakeshore,California ,FRESNO,06,019,CA 
93633,Kings Canyon National Pk,California ,TULARE,06,107,CA 
93636,Madera,California ,MADERA,06,039,CA 
93635,Los Banos,California ,MERCED,06,047,CA 
93637,Madera,California ,MADERA,06,039,CA 
93638,Madera,California ,MADERA,06,039,CA 
93639,Madera,California ,MADERA,06,039,CA 
93643,North Fork,California ,MADERA,06,039,CA 
93640,Mendota,California ,FRESNO,06,019,CA 
93644,Oakhurst,California ,MADERA,06,039,CA 
93641,Miramonte,California ,FRESNO,06,019,CA 
93642,Mono Hot Springs,California ,FRESNO,06,019,CA 
93645,O Neals,California ,MADERA,06,039,CA 
93646,Orange Cove,California ,FRESNO,06,019,CA 
93647,Orosi,California ,TULARE,06,107,CA 
93648,Parlier,California ,FRESNO,06,019,CA 
93650,Fresno,California ,FRESNO,06,019,CA 
93651,Prather,California ,FRESNO,06,019,CA 
93649,Piedra,California ,FRESNO,06,019,CA 
93652,Raisin City,California ,FRESNO,06,019,CA 
93653,Raymond,California ,MADERA,06,039,CA 
93654,Reedley,California ,FRESNO,06,019,CA 
93656,Riverdale,California ,FRESNO,06,019,CA 
93660,San Joaquin,California ,FRESNO,06,019,CA 
93657,Sanger,California ,FRESNO,06,019,CA 
93661,Santa Rita Park,California ,MERCED,06,047,CA 
93662,Selma,California ,FRESNO,06,019,CA 
93665,South Dos Palos,California ,MERCED,06,047,CA 
93664,Shaver Lake,California ,FRESNO,06,019,CA 
93666,Sultana,California ,TULARE,06,107,CA 
93667,Tollhouse,California ,FRESNO,06,019,CA 
93668,Tranquillity,California ,FRESNO,06,019,CA 
93675,Squaw Valley,California ,FRESNO,06,019,CA 
93670,Yettem,California ,TULARE,06,107,CA 
93669,Wishon,California ,MADERA,06,039,CA 
93673,Traver,California ,TULARE,06,107,CA 
93702,Fresno,California ,FRESNO,06,019,CA 
93701,Fresno,California ,FRESNO,06,019,CA 
93703,Fresno,California ,FRESNO,06,019,CA 
93704,Fresno,California ,FRESNO,06,019,CA 
93706,Fresno,California ,FRESNO,06,019,CA 
93707,Fresno,California ,FRESNO,06,019,CA 
93705,Fresno,California ,FRESNO,06,019,CA 
93709,Fresno,California ,FRESNO,06,019,CA 
93708,Fresno,California ,FRESNO,06,019,CA 
93710,Fresno,California ,FRESNO,06,019,CA 
93711,Fresno,California ,FRESNO,06,019,CA 
93712,Fresno,California ,FRESNO,06,019,CA 
93714,Fresno,California ,FRESNO,06,019,CA 
93715,Fresno,California ,FRESNO,06,019,CA 
93716,Fresno,California ,FRESNO,06,019,CA 
93717,Fresno,California ,FRESNO,06,019,CA 
93718,Fresno,California ,FRESNO,06,019,CA 
93721,Fresno,California ,FRESNO,06,019,CA 
93720,Fresno,California ,FRESNO,06,019,CA 
93722,Fresno,California ,FRESNO,06,019,CA 
93723,Fresno,California ,FRESNO,06,019,CA 
93724,Fresno,California ,FRESNO,06,019,CA 
93725,Fresno,California ,FRESNO,06,019,CA 
93726,Fresno,California ,FRESNO,06,019,CA 
93727,Fresno,California ,FRESNO,06,019,CA 
93737,Fresno,California ,FRESNO,06,019,CA 
93729,Fresno,California ,FRESNO,06,019,CA 
93728,Fresno,California ,FRESNO,06,019,CA 
93740,Fresno,California ,FRESNO,06,019,CA 
93730,Fresno,California ,FRESNO,06,019,CA 
93741,Fresno,California ,FRESNO,06,019,CA 
93744,Fresno,California ,FRESNO,06,019,CA 
93745,Fresno,California ,FRESNO,06,019,CA 
93750,Fresno,California ,FRESNO,06,019,CA 
93755,Fresno,California ,FRESNO,06,019,CA 
93761,Fresno,California ,FRESNO,06,019,CA 
93747,Fresno,California ,FRESNO,06,019,CA 
93760,Fresno,California ,FRESNO,06,019,CA 
93772,Fresno,California ,FRESNO,06,019,CA 
93764,Fresno,California ,FRESNO,06,019,CA 
93765,Fresno,California ,FRESNO,06,019,CA 
93773,Fresno,California ,FRESNO,06,019,CA 
93776,Fresno,California ,FRESNO,06,019,CA 
93775,Fresno,California ,FRESNO,06,019,CA 
93771,Fresno,California ,FRESNO,06,019,CA 
93774,Fresno,California ,FRESNO,06,019,CA 
93777,Fresno,California ,FRESNO,06,019,CA 
93778,Fresno,California ,FRESNO,06,019,CA 
93786,Fresno,California ,FRESNO,06,019,CA 
93779,Fresno,California ,FRESNO,06,019,CA 
93790,Fresno,California ,FRESNO,06,019,CA 
93793,Fresno,California ,FRESNO,06,019,CA 
93791,Fresno,California ,FRESNO,06,019,CA 
93792,Fresno,California ,FRESNO,06,019,CA 
93794,Fresno,California ,FRESNO,06,019,CA 
93906,Salinas,California ,MONTEREY,06,053,CA 
93907,Salinas,California ,MONTEREY,06,053,CA 
93844,Fresno,California ,FRESNO,06,019,CA 
93888,Fresno,California ,FRESNO,06,019,CA 
93905,Salinas,California ,MONTEREY,06,053,CA 
93902,Salinas,California ,MONTEREY,06,053,CA 
93901,Salinas,California ,MONTEREY,06,053,CA 
93908,Salinas,California ,MONTEREY,06,053,CA 
93920,Big Sur,California ,MONTEREY,06,053,CA 
93912,Salinas,California ,MONTEREY,06,053,CA 
93915,Salinas,California ,MONTEREY,06,053,CA 
93924,Carmel Valley,California ,MONTEREY,06,053,CA 
93925,Chualar,California ,MONTEREY,06,053,CA 
93923,Carmel,California ,MONTEREY,06,053,CA 
93922,Carmel,California ,MONTEREY,06,053,CA 
93921,Carmel By The Sea,California ,MONTEREY,06,053,CA 
93926,Gonzales,California ,MONTEREY,06,053,CA 
93927,Greenfield,California ,MONTEREY,06,053,CA 
93932,Lockwood,California ,MONTEREY,06,053,CA 
93933,Marina,California ,MONTEREY,06,053,CA 
93940,Monterey,California ,MONTEREY,06,053,CA 
93928,Jolon,California ,MONTEREY,06,053,CA 
93930,King City,California ,MONTEREY,06,053,CA 
93942,Monterey,California ,MONTEREY,06,053,CA 
93943,Monterey,California ,MONTEREY,06,053,CA 
93944,Monterey,California ,MONTEREY,06,053,CA 
93953,Pebble Beach,California ,MONTEREY,06,053,CA 
93950,Pacific Grove,California ,MONTEREY,06,053,CA 
93954,San Lucas,California ,MONTEREY,06,053,CA 
93960,Soledad,California ,MONTEREY,06,053,CA 
94002,Belmont,California ,SAN MATEO,06,081,CA 
93962,Spreckels,California ,MONTEREY,06,053,CA 
94005,Brisbane,California ,SAN MATEO,06,081,CA 
94010,Burlingame,California ,SAN MATEO,06,081,CA 
93955,Seaside,California ,MONTEREY,06,053,CA 
94015,Daly City,California ,SAN MATEO,06,081,CA 
94011,Burlingame,California ,SAN MATEO,06,081,CA 
94016,Daly City,California ,SAN MATEO,06,081,CA 
94014,Daly City,California ,SAN MATEO,06,081,CA 
94018,El Granada,California ,SAN MATEO,06,081,CA 
94017,Daly City,California ,SAN MATEO,06,081,CA 
94020,La Honda,California ,SAN MATEO,06,081,CA 
94019,Half Moon Bay,California ,SAN MATEO,06,081,CA 
94025,Menlo Park,California ,SAN MATEO,06,081,CA 
